respondent_id,survey_weight,school_enrollment,employment_status,prepared_for_independence,advice_finances,advice_career,advice_mental_health,advice_physical_health,advice_friendships,relies_on_parents_emotionally,phone_video_frequency,text_frequency,in_person_frequency,financial_independence,received_financial_help,lives_with_parents,relationship_rating,true_self_with_parent,parent_relies_on_child_emotionally,knows_parent_beyond_parent_role,parent_involvement_level,communication_satisfaction,age_group,gender,education_level,race_ethnicity,marital_status,income_tier,census_region
201801089914,1.3551448326387192,Not enrolled in school,Working full time,Some,Very often,Rarely,Never,Rarely,Rarely,Not at all,A few times a month,A few times a month,A few times a week,Completely,Yes,Does not live with a parent,Very good,Some of the time,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Never married,Middle income,Northeast
201801090158,1.208854685094943,Not enrolled in school,Working part time,A great deal,Extremely often,Extremely often,Extremely often,Extremely often,Extremely often,A great deal,A few times a week,A few times a week,A few times a week,Not at all,No,Does not live with a parent,Very good,All of the time,A great deal,Extremely well,As involved as desired,About as often as desired,30–34,Man,High school or less,"White, non-Hispanic",Married,Lower income,Northeast
201801090480,1.084912475782026,Not enrolled in school,Working part time,Some,Very often,Extremely often,Sometimes,Extremely often,Sometimes,A great deal,,,,A little,Yes,Lives with all parents,Excellent,Most of the time,Not much,Somewhat well,As involved as desired,About as often as desired,30–34,Woman,Some college,"White, non-Hispanic",Never married,Lower income,Northeast
201801090658,0.8866204184345896,Not enrolled in school,Not currently working for pay,A fair amount,Rarely,Sometimes,Never,Never,Rarely,Some,A few times a month,A few times a week,A few times a month,Completely,No,Does not live with a parent,Very good,All of the time,Not much,Very well,Less involved than desired,Less often than desired,30–34,Woman,Some college,"White, non-Hispanic",Married,Middle income,Northeast
201801090699,0.2612765515105566,Not enrolled in school,Not currently working for pay,A great deal,Extremely often,Sometimes,Never,Extremely often,Sometimes,Some,At least once a day,At least once a day,A few times a week,Mostly,Yes,Does not live with a parent,Very good,Some of the time,Not at all,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"Black, non-Hispanic",Living with a partner,Middle income,Northeast
201801091936,1.6553292320092448,4-year college or graduate school,Working full time,A great deal,Extremely often,Extremely often,Sometimes,Very often,Rarely,A great deal,A few times a week,A few times a week,Less than once a month,A little,Yes,Does not live with a parent,Very good,Most of the time,Not at all,Somewhat well,As involved as desired,Less often than desired,18–29,Woman,College graduate or higher,Hispanic,Never married,,Northeast
201801092536,0.3651652202600413,2-year college or technical school,Not currently working for pay,Some,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Some,A few times a month,A few times a week,Once a month,Mostly,Yes,Does not live with a parent,Fair,Some of the time,Some,Extremely well,As involved as desired,About as often as desired,30–34,Man,Some college,Hispanic,Living with a partner,Middle income,Northeast
201801093293,0.3146130808019318,Not enrolled in school,Working full time,A fair amount,Very often,Sometimes,Rarely,Rarely,Rarely,Some,A few times a month,A few times a month,Less than once a month,Mostly,No,Does not live with a parent,Good,Some of the time,A fair amount,Somewhat well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801093361,0.0819596945935402,Not enrolled in school,Working full time,Some,Rarely,Rarely,Never,Never,Never,Not much,A few times a month,A few times a month,Once a month,Completely,No,Does not live with a parent,Fair,Rarely,Not much,Somewhat well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,Upper income,South
201801093401,0.3145963728230053,Not enrolled in school,Working full time,A great deal,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not much,A few times a week,At least once a day,A few times a week,Completely,No,Does not live with a parent,Excellent,All of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801093641,0.8094828772975001,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Some,Once a month,A few times a month,Less than once a month,Somewhat,Yes,Does not live with a parent,Fair,Some of the time,A fair amount,Somewhat well,Less involved than desired,About as often as desired,30–34,Man,College graduate or higher,"Other or multiracial, non-Hispanic",Divorced,Upper income,South
201801093909,0.1764598698436192,Not enrolled in school,Working full time,A great deal,Sometimes,Very often,Rarely,Rarely,Sometimes,A fair amount,A few times a month,A few times a week,A few times a month,Mostly,Yes,Does not live with a parent,Very good,Most of the time,Not at all,Somewhat well,As involved as desired,Less often than desired,30–34,Woman,College graduate or higher,"Black, non-Hispanic",Never married,Middle income,South
201801094075,0.984642379024763,Not enrolled in school,Working full time,A great deal,Sometimes,Sometimes,Rarely,Rarely,Rarely,Not much,Once a month,A few times a week,Less than once a month,Mostly,No,Does not live with a parent,Very good,Most of the time,Not much,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,Upper income,South
201801094331,1.136135462922408,Not enrolled in school,Working full time,A fair amount,Very often,Very often,Never,Rarely,Rarely,Some,A few times a month,At least once a day,Less than once a month,Mostly,Yes,Does not live with a parent,Very good,Most of the time,Not much,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Never married,Middle income,Northeast
201801094824,1.0712992649077469,Not enrolled in school,Working full time,A great deal,Extremely often,Extremely often,Sometimes,Sometimes,Very often,Some,A few times a week,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Excellent,All of the time,Some,Very well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,South
201801094918,0.188536721479814,Not enrolled in school,Working full time,A great deal,Very often,Very often,Rarely,Rarely,Rarely,A fair amount,A few times a month,A few times a week,A few times a week,Completely,No,Does not live with a parent,Excellent,Most of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Upper income,Midwest
201801095786,4.1374679966468815,4-year college or graduate school,Working part time,A great deal,Very often,Extremely often,Rarely,Very often,Very often,Not much,,,,Not at all,Yes,Lives with all parents,Excellent,Most of the time,Not at all,Very well,As involved as desired,About as often as desired,18–29,Man,Some college,"White, non-Hispanic",Never married,Upper income,South
201801096144,0.2681984895573066,Not enrolled in school,Working full time,A great deal,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Some,A few times a week,A few times a week,A few times a month,Completely,No,Does not live with a parent,Very good,Most of the time,Some,Somewhat well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801096219,0.3974657009707351,Not enrolled in school,Working full time,A fair amount,Sometimes,Very often,Rarely,Rarely,Sometimes,Some,A few times a month,A few times a week,Less than once a month,Mostly,Yes,Does not live with a parent,Very good,Most of the time,A fair amount,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801096656,0.2106214003670112,Not enrolled in school,Working full time,A great deal,Never,Never,Rarely,Never,Never,Not much,A few times a month,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Good,Some of the time,A fair amount,Somewhat well,Less involved than desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,South
201801098392,3.30709335432645,Not enrolled in school,Working full time,Some,Rarely,Never,Sometimes,Rarely,Rarely,Some,A few times a week,At least once a day,A few times a week,Completely,No,Does not live with a parent,Good,Most of the time,Not at all,Very well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Never married,Middle income,South
201801099503,0.3269663009680443,Not enrolled in school,Working full time,A great deal,Extremely often,Extremely often,Extremely often,Extremely often,Extremely often,Some,A few times a week,At least once a day,Once a month,Mostly,Yes,Does not live with a parent,Excellent,All of the time,Not much,Extremely well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801099535,0.0971478910411717,Not enrolled in school,Working full time,A great deal,Never,Sometimes,Sometimes,Sometimes,Sometimes,Not much,At least once a day,At least once a day,Once a month,Completely,No,Does not live with a parent,Very good,Most of the time,Not at all,Extremely well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"Black, non-Hispanic",Never married,Middle income,South
201801100013,1.2194810377213174,2-year college or technical school,Working part time,Not much,Never,Never,Never,Never,Never,Not at all,Less than once a month,Less than once a month,Less than once a month,Completely,No,Does not live with a parent,Poor,Never,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,Some college,"Black, non-Hispanic",Living with a partner,Middle income,South
201801100167,0.9487179355620564,4-year college or graduate school,Not currently working for pay,A great deal,Very often,Very often,Very often,Sometimes,Sometimes,A fair amount,A few times a week,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Excellent,All of the time,Not much,Very well,As involved as desired,Less often than desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801100716,0.7598738800926732,Not enrolled in school,Working full time,Some,Rarely,Sometimes,Never,Sometimes,Never,Not much,A few times a month,A few times a week,Once a month,Completely,No,Does not live with a parent,Very good,Most of the time,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Living with a partner,Upper income,Northeast
201801100867,0.7912677767533796,Not enrolled in school,Not currently working for pay,Some,Never,Never,Never,Never,Never,Not at all,A few times a month,A few times a month,Less than once a month,Mostly,No,Does not live with a parent,Fair,Some of the time,Not at all,Not too well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,,South
201801101272,0.3351675666548541,Not enrolled in school,Working full time,A great deal,Rarely,Sometimes,Rarely,Sometimes,Very often,A fair amount,A few times a week,At least once a day,A few times a month,Completely,No,Does not live with a parent,Excellent,All of the time,Some,Somewhat well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801101625,1.344887772292218,4-year college or graduate school,Not currently working for pay,A great deal,Sometimes,Very often,Never,Never,Sometimes,Some,Once a month,Less than once a month,Never,A little,Yes,Lives with at least one parent,Excellent,All of the time,A fair amount,Very well,As involved as desired,About as often as desired,18–29,Man,Some college,"Black, non-Hispanic",Never married,Lower income,South
201801101943,4.0948813283892775,Not enrolled in school,Working full time,A fair amount,Never,Never,Never,Never,Never,Not at all,Once a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Poor,Rarely,Not at all,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,Some college,"White, non-Hispanic",Living with a partner,Lower income,Midwest
201801102090,0.3835453805580919,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Rarely,Never,Never,Not much,A few times a week,A few times a week,Less than once a month,Mostly,Yes,Does not live with a parent,Fair,Some of the time,Not at all,Not too well,Less involved than desired,Less often than desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Never married,Middle income,South
201801102119,0.2114951376826473,Not enrolled in school,Not currently working for pay,A great deal,Extremely often,Extremely often,Extremely often,Extremely often,Extremely often,A great deal,At least once a day,At least once a day,A few times a week,Not at all,Yes,Does not live with a parent,Excellent,All of the time,A great deal,Extremely well,As involved as desired,Less often than desired,30–34,Woman,Some college,"Black, non-Hispanic",Never married,Lower income,South
201801104013,2.9464909030590207,Not enrolled in school,Not currently working for pay,Some,Very often,Extremely often,Sometimes,Very often,Sometimes,Some,A few times a week,A few times a month,Once a month,Not at all,Yes,Does not live with a parent,Good,Rarely,Not much,Somewhat well,Less involved than desired,About as often as desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Never married,Middle income,South
201801104457,0.3524635797146512,Not enrolled in school,Not currently working for pay,A great deal,Never,Rarely,Very often,Sometimes,Sometimes,Some,Less than once a month,Less than once a month,A few times a month,Completely,No,Does not live with a parent,Good,All of the time,Not at all,Somewhat well,Less involved than desired,Less often than desired,30–34,Woman,Some college,"White, non-Hispanic",Married,Middle income,South
201801106300,1.4209653203637336,Not enrolled in school,Working full time,Not much,Never,Never,Never,Never,Never,Not at all,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Fair,Some of the time,Not at all,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"Black, non-Hispanic",Never married,Upper income,South
201801107243,0.2319832354833037,Not enrolled in school,Working full time,A great deal,Sometimes,Sometimes,Rarely,Never,Never,A fair amount,A few times a week,A few times a week,A few times a month,Completely,No,Does not live with a parent,Fair,Some of the time,Not at all,Not well at all,Less involved than desired,Less often than desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Never married,Upper income,West
201801107256,1.908459662104164,Not enrolled in school,Working full time,A great deal,Sometimes,Sometimes,Very often,Very often,Sometimes,A great deal,A few times a month,A few times a month,Less than once a month,Completely,Yes,Does not live with a parent,Excellent,Most of the time,A fair amount,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,Hispanic,Never married,Lower income,South
201801108131,6.214944767035908,Not enrolled in school,Working full time,A fair amount,Very often,Sometimes,Never,Very often,Never,Not at all,Never,Less than once a month,Less than once a month,A little,No,Lives with at least one parent,Good,Some of the time,Not much,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,High school or less,"White, non-Hispanic",Never married,Middle income,South
201801108425,0.285831830056606,Not enrolled in school,Working full time,Some,Rarely,Never,Rarely,Never,Rarely,Not much,Less than once a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Fair,Some of the time,Not at all,Not too well,Less involved than desired,Less often than desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Middle income,South
201801108547,1.33195270822373,Not enrolled in school,Not currently working for pay,Not much,Never,Never,Never,Never,Never,Not much,A few times a month,A few times a month,Less than once a month,Somewhat,Yes,Does not live with a parent,Fair,Rarely,Not much,Not well at all,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"Black, non-Hispanic",Married,Lower income,South
201801108660,0.9163671472156416,Not enrolled in school,Working full time,A fair amount,Never,Rarely,Never,Never,Never,Not at all,A few times a month,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Very good,Most of the time,Not much,Somewhat well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Middle income,West
201801109377,0.6485256481177848,4-year college or graduate school,Working full time,A great deal,Sometimes,Sometimes,Very often,Very often,Rarely,A fair amount,A few times a month,A few times a week,Less than once a month,Mostly,No,Does not live with a parent,Excellent,All of the time,Not much,Very well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Never married,Middle income,Midwest
201801109386,0.5655574282493357,4-year college or graduate school,Working full time,A great deal,Never,Never,Never,Never,Never,Not at all,Never,Less than once a month,Less than once a month,Completely,No,Does not live with a parent,Fair,Never,Some,Not too well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,Hispanic,Never married,Middle income,Northeast
201801109983,0.1357821087745247,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Never,Sometimes,Rarely,Some,A few times a week,A few times a month,Less than once a month,Mostly,Yes,Does not live with a parent,Good,Some of the time,Some,Somewhat well,Less involved than desired,Less often than desired,30–34,Woman,College graduate or higher,"Black, non-Hispanic",Never married,Upper income,Northeast
201801110439,2.3760025963409896,Not enrolled in school,Not currently working for pay,Some,Sometimes,Rarely,Rarely,Rarely,Rarely,Not much,A few times a month,A few times a week,A few times a month,A little,Yes,Does not live with a parent,Good,Most of the time,Not much,Somewhat well,As involved as desired,Less often than desired,18–29,Man,Some college,"White, non-Hispanic",Married,Lower income,South
201801113717,4.553742726165746,Not enrolled in school,Working full time,A great deal,Sometimes,Sometimes,Very often,Very often,Never,Some,A few times a week,At least once a day,A few times a week,Completely,No,Does not live with a parent,Excellent,All of the time,Some,Extremely well,As involved as desired,About as often as desired,30–34,Man,High school or less,"White, non-Hispanic",Married,Middle income,South
201801114898,0.9163124343451352,Not enrolled in school,Not currently working for pay,A fair amount,,Very often,Never,Sometimes,Very often,Not much,,,,Not at all,Yes,Lives with all parents,Fair,Some of the time,Not much,,Less involved than desired,Less often than desired,18–29,Woman,Some college,Hispanic,Never married,Lower income,South
201801115315,0.4134953421313865,Not enrolled in school,Working full time,A great deal,Sometimes,Very often,Rarely,Extremely often,Rarely,A great deal,At least once a day,A few times a week,Less than once a month,Completely,Yes,Does not live with a parent,Good,Most of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,Hispanic,Never married,Upper income,Midwest
201801116103,0.1416199491366344,Not enrolled in school,Working full time,A fair amount,Very often,Rarely,Rarely,Sometimes,Rarely,Some,A few times a week,A few times a week,Once a month,Mostly,Yes,Does not live with a parent,Very good,Most of the time,Not much,Somewhat well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Divorced,Middle income,South
201801116515,2.5791136054031454,Not enrolled in school,Working full time,Some,Rarely,Rarely,Rarely,Sometimes,Never,Some,At least once a day,Less than once a month,At least once a day,Somewhat,Yes,Does not live with a parent,Excellent,All of the time,A fair amount,Very well,As involved as desired,About as often as desired,18–29,Woman,Some college,"Black, non-Hispanic",Never married,Lower income,South
201801116774,0.5158577844345609,Not enrolled in school,Working full time,A fair amount,Very often,Very often,Sometimes,Very often,Very often,Some,At least once a day,At least once a day,A few times a week,Mostly,Yes,Does not live with a parent,Excellent,Most of the time,Some,Extremely well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,South
201801118346,0.7968801112836262,Not enrolled in school,Working full time,A great deal,Extremely often,Very often,Sometimes,Sometimes,Sometimes,A fair amount,At least once a day,At least once a day,Once a month,Completely,No,Does not live with a parent,Excellent,Most of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801118718,2.3896336047300166,Not enrolled in school,Working full time,Some,Rarely,Rarely,Never,Sometimes,Never,Not much,A few times a week,A few times a month,A few times a month,Mostly,Yes,Does not live with a parent,Fair,Rarely,A fair amount,Somewhat well,Less involved than desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Never married,Middle income,South
201801119499,0.6615241422315135,Not enrolled in school,Working full time,A great deal,Very often,Sometimes,Rarely,Sometimes,Sometimes,Not much,A few times a week,A few times a month,A few times a week,Mostly,Yes,Does not live with a parent,Very good,All of the time,Not much,Very well,Less involved than desired,Less often than desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801120040,0.3976516369546002,Not enrolled in school,Not currently working for pay,A great deal,Very often,Sometimes,Sometimes,Very often,Very often,A fair amount,A few times a week,At least once a day,Less than once a month,Completely,No,Does not live with a parent,Excellent,All of the time,Not much,Very well,As involved as desired,Less often than desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,West
201801120249,0.3093179638085286,Not enrolled in school,Working full time,Some,Sometimes,Sometimes,Rarely,Rarely,Rarely,Some,Less than once a month,At least once a day,A few times a month,Completely,Yes,Does not live with a parent,Very good,Some of the time,A fair amount,Somewhat well,More involved than desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801120820,2.145791867686248,Not enrolled in school,Working full time,A fair amount,Rarely,Rarely,Rarely,Sometimes,Never,Not much,Less than once a month,A few times a month,Less than once a month,Mostly,No,Does not live with a parent,Poor,All of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Man,,"White, non-Hispanic",,,South
201801121079,2.034028053883618,4-year college or graduate school,Not currently working for pay,Some,Sometimes,Sometimes,Rarely,Rarely,Sometimes,A fair amount,A few times a week,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Fair,Rarely,A great deal,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Married,,
201801121454,0.1458108395250955,Not enrolled in school,Working full time,A great deal,Extremely often,Extremely often,Extremely often,Extremely often,Extremely often,A fair amount,At least once a day,At least once a day,At least once a day,Completely,No,Does not live with a parent,Excellent,All of the time,A great deal,Extremely well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
201801122147,0.8856267815911079,Not enrolled in school,Not currently working for pay,Some,Extremely often,Very often,Rarely,Sometimes,Sometimes,A great deal,At least once a day,At least once a day,At least once a day,Mostly,Yes,Does not live with a parent,Excellent,All of the time,A fair amount,Very well,As involved as desired,Less often than desired,18–29,Woman,College graduate or higher,"Asian, non-Hispanic",Married,Lower income,South
201801123002,0.2186084272093777,Not enrolled in school,Working full time,A great deal,Extremely often,Extremely often,Extremely often,Extremely often,Extremely often,A great deal,At least once a day,At least once a day,A few times a month,Completely,No,Does not live with a parent,Excellent,All of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,South
201801123819,2.288705816951422,Not enrolled in school,Working full time,A great deal,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Some,A few times a month,A few times a week,Less than once a month,Mostly,Yes,Does not live with a parent,Good,Most of the time,Not much,Not too well,As involved as desired,Less often than desired,18–29,Woman,College graduate or higher,Hispanic,Never married,Middle income,South
201801123822,0.6813167588798718,4-year college or graduate school,Working part time,A great deal,Rarely,Never,Rarely,Never,Never,Not much,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Good,Most of the time,Not much,Somewhat well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
201801123832,0.4904859624005829,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Rarely,Rarely,Never,Some,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Good,Some of the time,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Never married,Middle income,South
201801124390,0.6011492628864568,Not enrolled in school,Not currently working for pay,A great deal,Very often,Very often,Never,Never,Never,A great deal,,,,Somewhat,No,Lives with all parents,Excellent,All of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Never married,Middle income,Midwest
201801124516,0.1311577604220272,Not enrolled in school,Working full time,A great deal,Sometimes,Rarely,Rarely,Rarely,Sometimes,Some,A few times a month,A few times a week,A few times a month,Completely,No,Does not live with a parent,Very good,All of the time,A fair amount,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,Midwest
201801125924,0.42049549607943,Not enrolled in school,Working full time,A great deal,Sometimes,Very often,Rarely,Sometimes,Rarely,A fair amount,A few times a week,At least once a day,A few times a week,Completely,No,Does not live with a parent,Excellent,Most of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Upper income,Midwest
201801126667,1.136978334667763,Not enrolled in school,Not currently working for pay,A great deal,Extremely often,Extremely often,Extremely often,Extremely often,Extremely often,A great deal,At least once a day,At least once a day,Less than once a month,Completely,No,Does not live with a parent,Excellent,All of the time,A great deal,Extremely well,As involved as desired,About as often as desired,30–34,Woman,High school or less,"White, non-Hispanic",Married,Middle income,South
201801127795,0.1657514809053021,Not enrolled in school,Not currently working for pay,Some,Sometimes,Very often,Very often,Sometimes,Sometimes,Some,A few times a month,At least once a day,Less than once a month,Completely,Yes,Does not live with a parent,Good,Most of the time,Some,Not too well,Less involved than desired,More often than desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,Upper income,Midwest
201801128070,1.7827728020964,Not enrolled in school,Working full time,Not at all,Never,Never,Never,Never,Never,Some,A few times a week,A few times a week,Once a month,Completely,No,Does not live with a parent,Good,All of the time,A great deal,Extremely well,Less involved than desired,Less often than desired,30–34,Woman,High school or less,"White, non-Hispanic",Married,Lower income,Midwest
201801128455,0.4881191411205224,4-year college or graduate school,Working full time,A fair amount,Rarely,Rarely,Never,Never,Never,Not at all,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Fair,Rarely,Some,Somewhat well,More involved than desired,More often than desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
201801128698,0.205499397087238,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Never,Rarely,Never,Not at all,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Very good,All of the time,Some,Somewhat well,Less involved than desired,Less often than desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Never married,Upper income,Midwest
201801129203,0.5142075442403498,Not enrolled in school,Working part time,A great deal,Sometimes,Very often,Sometimes,Sometimes,Rarely,Not much,At least once a day,At least once a day,A few times a week,Completely,No,Does not live with a parent,Fair,Some of the time,Not at all,Not too well,Less involved than desired,Less often than desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
201801129397,1.600375507304982,Not enrolled in school,Working full time,Not much,Rarely,Rarely,Never,Sometimes,Never,Not much,A few times a week,A few times a week,Once a month,Completely,No,Does not live with a parent,Poor,Rarely,Some,Not well at all,Less involved than desired,Less often than desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,South
201801129538,0.0384620186812095,Not enrolled in school,Working full time,A fair amount,Sometimes,Rarely,Never,Never,Never,Not much,,,,Completely,No,Lives with all parents,Very good,Most of the time,A fair amount,Very well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,Hispanic,Never married,Middle income,South
201801129597,0.1311577604220272,Not enrolled in school,Working full time,A fair amount,Never,Rarely,Never,Never,Rarely,A fair amount,A few times a week,At least once a day,A few times a week,Completely,No,Does not live with a parent,Excellent,All of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,Midwest
201801130149,0.9187732945644064,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Some,A few times a week,A few times a week,A few times a week,Completely,No,Does not live with a parent,Good,Most of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Man,Some college,"White, non-Hispanic",Never married,Lower income,Midwest
201801132569,0.8547444541491637,Not enrolled in school,Working full time,A great deal,Rarely,Sometimes,Rarely,Rarely,Sometimes,Not much,A few times a week,A few times a week,A few times a week,Completely,No,Does not live with a parent,Very good,Most of the time,Some,Very well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
201801134391,0.9405913817258116,Not enrolled in school,Working full time,Some,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Not much,Less than once a month,At least once a day,A few times a month,Completely,Yes,Does not live with a parent,Good,Some of the time,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,Middle income,Midwest
201801135095,0.4517050839048906,Not enrolled in school,Working full time,A fair amount,Sometimes,Very often,Sometimes,Sometimes,Sometimes,A fair amount,A few times a week,At least once a day,Less than once a month,Mostly,No,Does not live with a parent,Good,Most of the time,Not at all,Somewhat well,Less involved than desired,Less often than desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Never married,Middle income,Midwest
201801135363,0.3014133878780593,Not enrolled in school,Working full time,A fair amount,Rarely,Very often,Rarely,Rarely,Rarely,Not much,Never,A few times a month,Once a month,Mostly,Yes,Does not live with a parent,Excellent,All of the time,Not much,Somewhat well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,Midwest
201801135882,0.1417800324955463,4-year college or graduate school,Working full time,A fair amount,Sometimes,Rarely,Never,Sometimes,Sometimes,Some,A few times a month,A few times a week,Less than once a month,Mostly,No,Does not live with a parent,Good,Most of the time,A fair amount,Extremely well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
