respondent_id,survey_weight,school_enrollment,employment_status,prepared_for_independence,advice_finances,advice_career,advice_mental_health,advice_physical_health,advice_friendships,relies_on_parents_emotionally,phone_video_frequency,text_frequency,in_person_frequency,financial_independence,received_financial_help,lives_with_parents,relationship_rating,true_self_with_parent,parent_relies_on_child_emotionally,knows_parent_beyond_parent_role,parent_involvement_level,communication_satisfaction,age_group,gender,education_level,race_ethnicity,marital_status,income_tier,census_region
201801085687,0.3987050642836669,4.0,2.0,1.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2,1.0,1.0,1.0,2.0,1.0,1.0
201801086138,0.4499347103006001,4.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2,2.0,2.0,2.0,6.0,1.0,1.0
201801087103,1.631025536613157,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,1,2.0,1.0,1.0,6.0,2.0,1.0
201801088076,3.0535674812304414,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0,5.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2,2.0,2.0,1.0,6.0,1.0,1.0
201801089821,0.3987050642836669,4.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2,1.0,1.0,1.0,1.0,3.0,1.0
201801089896,1.5652874330414313,4.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1,2.0,3.0,1.0,2.0,2.0,1.0
201801089914,1.3551448326387192,4.0,1.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1,1.0,1.0,1.0,6.0,2.0,1.0
201801090158,1.208854685094943,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2,1.0,3.0,1.0,1.0,1.0,1.0
201801090480,1.084912475782026,4.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,,,,4.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2,2.0,2.0,1.0,6.0,1.0,1.0
201801090658,0.8866204184345896,4.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2,2.0,2.0,1.0,1.0,2.0,1.0
201801090699,0.2612765515105566,4.0,3.0,1.0,1.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,2,2.0,1.0,2.0,2.0,2.0,1.0
201801091936,1.6553292320092448,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,1,2.0,1.0,3.0,6.0,,1.0
201801092536,0.3651652202600413,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2,1.0,2.0,3.0,2.0,2.0,1.0
201801093293,0.3146130808019318,4.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2,2.0,1.0,1.0,1.0,3.0,3.0
201801093361,0.0819596945935402,4.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2,2.0,1.0,1.0,2.0,3.0,3.0
201801093401,0.3145963728230053,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2,1.0,1.0,1.0,1.0,3.0,3.0
201801093641,0.8094828772975001,4.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2,1.0,1.0,5.0,3.0,3.0,3.0
201801093909,0.1764598698436192,4.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,2,2.0,1.0,2.0,6.0,2.0,3.0
201801094075,0.984642379024763,4.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1,2.0,1.0,1.0,2.0,3.0,3.0
201801094331,1.136135462922408,4.0,1.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1,2.0,1.0,1.0,6.0,2.0,1.0
201801094824,1.0712992649077469,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,1,2.0,1.0,1.0,1.0,2.0,3.0
201801094918,0.188536721479814,4.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,2,1.0,1.0,1.0,1.0,3.0,2.0
201801095786,4.1374679966468815,3.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,,,,5.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,1,1.0,2.0,1.0,6.0,3.0,3.0
201801096144,0.2681984895573066,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2,2.0,1.0,1.0,1.0,3.0,3.0
201801096219,0.3974657009707351,4.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2,2.0,1.0,1.0,1.0,3.0,3.0
201801096656,0.2106214003670112,4.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2,2.0,1.0,1.0,1.0,2.0,3.0
201801098392,3.30709335432645,4.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,1,2.0,1.0,1.0,6.0,2.0,3.0
201801099503,0.3269663009680443,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,2,2.0,1.0,1.0,1.0,3.0,3.0
201801099535,0.0971478910411717,4.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,2,2.0,1.0,2.0,6.0,2.0,3.0
201801100013,1.2194810377213174,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,1,2.0,2.0,2.0,2.0,2.0,3.0
201801100167,0.9487179355620564,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,1,2.0,1.0,1.0,1.0,3.0,3.0
201801100716,0.7598738800926732,4.0,1.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1,1.0,1.0,1.0,2.0,3.0,1.0
201801100867,0.7912677767533796,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,2,2.0,1.0,1.0,2.0,,3.0
201801101272,0.3351675666548541,4.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2,2.0,1.0,1.0,1.0,3.0,3.0
201801101625,1.344887772292218,3.0,3.0,1.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,5.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1,1.0,2.0,2.0,6.0,1.0,3.0
201801101943,4.0948813283892775,4.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,1,2.0,2.0,1.0,2.0,1.0,2.0
201801102090,0.3835453805580919,4.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,2,1.0,1.0,1.0,6.0,2.0,3.0
201801102119,0.2114951376826473,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2,2.0,2.0,2.0,6.0,1.0,3.0
201801104013,2.9464909030590207,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,1,1.0,1.0,1.0,6.0,2.0,3.0
201801104457,0.3524635797146512,4.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,5.0,3.0,2.0,2.0,2,2.0,2.0,1.0,1.0,2.0,3.0
201801106300,1.4209653203637336,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,1,2.0,1.0,2.0,6.0,3.0,3.0
201801107243,0.2319832354833037,4.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,2,1.0,1.0,1.0,6.0,3.0,4.0
201801107256,1.908459662104164,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2,1.0,1.0,3.0,6.0,1.0,3.0
201801108131,6.214944767035908,4.0,1.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1,2.0,3.0,1.0,6.0,2.0,3.0
201801108425,0.285831830056606,4.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,2,1.0,1.0,1.0,1.0,2.0,3.0
201801108547,1.33195270822373,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,2,2.0,1.0,2.0,1.0,1.0,3.0
201801108660,0.9163671472156416,4.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2,1.0,1.0,1.0,1.0,2.0,4.0
201801109377,0.6485256481177848,3.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,1,1.0,1.0,1.0,6.0,2.0,2.0
201801109386,0.5655574282493357,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,1,1.0,1.0,3.0,6.0,2.0,1.0
201801109983,0.1357821087745247,4.0,1.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2,2.0,1.0,2.0,6.0,3.0,1.0
201801110439,2.3760025963409896,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1,1.0,2.0,1.0,1.0,1.0,3.0
201801113717,4.553742726165746,4.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2,1.0,3.0,1.0,1.0,2.0,3.0
201801114898,0.9163124343451352,4.0,3.0,2.0,,2.0,5.0,3.0,2.0,4.0,,,,5.0,1.0,1.0,4.0,3.0,4.0,,2.0,2.0,1,2.0,2.0,3.0,6.0,1.0,3.0
201801115315,0.4134953421313865,4.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2,1.0,1.0,3.0,6.0,3.0,2.0
201801116103,0.1416199491366344,4.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2,2.0,1.0,1.0,3.0,2.0,3.0
201801116515,2.5791136054031454,4.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1,2.0,2.0,2.0,6.0,1.0,3.0
201801116774,0.5158577844345609,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1,2.0,1.0,1.0,1.0,2.0,3.0
201801118346,0.7968801112836262,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2,1.0,1.0,1.0,1.0,3.0,3.0
201801118718,2.3896336047300166,4.0,1.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1,2.0,1.0,1.0,6.0,2.0,3.0
201801119499,0.6615241422315135,4.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1,1.0,1.0,1.0,1.0,3.0,3.0
201801120040,0.3976516369546002,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,2,2.0,1.0,1.0,1.0,2.0,4.0
201801120249,0.3093179638085286,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2,2.0,1.0,1.0,1.0,3.0,3.0
201801120820,2.145791867686248,4.0,1.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,3.0,3.0,2,1.0,,1.0,,,3.0
201801121079,2.034028053883618,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,1,2.0,1.0,1.0,1.0,,
201801121454,0.1458108395250955,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2,2.0,1.0,1.0,1.0,3.0,3.0
201801122147,0.8856267815911079,4.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1,2.0,1.0,4.0,1.0,1.0,3.0
201801123002,0.2186084272093777,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2,2.0,1.0,1.0,1.0,2.0,3.0
201801123819,2.288705816951422,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,1,2.0,1.0,3.0,6.0,2.0,3.0
201801123822,0.6813167588798718,3.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2,1.0,1.0,1.0,1.0,2.0,2.0
201801123832,0.4904859624005829,4.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,1.0,1.0,1.0,6.0,2.0,3.0
201801124390,0.6011492628864568,4.0,3.0,1.0,2.0,2.0,5.0,5.0,5.0,1.0,,,,3.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2,1.0,1.0,1.0,6.0,2.0,2.0
201801124516,0.1311577604220272,4.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2,2.0,1.0,1.0,1.0,3.0,2.0
201801125924,0.42049549607943,4.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2,1.0,1.0,1.0,1.0,3.0,2.0
201801126667,1.136978334667763,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2,2.0,3.0,1.0,1.0,2.0,3.0
201801127795,0.1657514809053021,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,2,2.0,1.0,1.0,2.0,3.0,2.0
201801128070,1.7827728020964,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2,2.0,3.0,1.0,1.0,1.0,2.0
201801128455,0.4881191411205224,3.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,2,2.0,1.0,1.0,1.0,2.0,2.0
201801128698,0.205499397087238,4.0,1.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2,1.0,1.0,1.0,6.0,3.0,2.0
201801129203,0.5142075442403498,4.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,1,2.0,1.0,1.0,1.0,2.0,2.0
201801129397,1.600375507304982,4.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,2.0,1,2.0,1.0,1.0,1.0,2.0,3.0
201801129538,0.0384620186812095,4.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1,1.0,1.0,3.0,6.0,2.0,3.0
201801129597,0.1311577604220272,4.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2,2.0,1.0,1.0,1.0,3.0,2.0
201801130149,0.9187732945644064,4.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2,1.0,2.0,1.0,6.0,1.0,2.0
201801132569,0.8547444541491637,4.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1,1.0,1.0,1.0,1.0,2.0,2.0
201801134391,0.9405913817258116,4.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,2.0,1.0,1.0,2.0,2.0,2.0
201801135095,0.4517050839048906,4.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,1,1.0,1.0,1.0,6.0,2.0,2.0
201801135363,0.3014133878780593,4.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,6.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,2,2.0,1.0,1.0,1.0,3.0,2.0
201801135882,0.1417800324955463,3.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2,2.0,1.0,1.0,1.0,2.0,2.0
201801136048,0.3800529482980884,4.0,1.0,1.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,3.0,1,2.0,1.0,1.0,3.0,3.0,4.0
201801136050,0.7720772211409155,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,,,,5.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2,1.0,1.0,1.0,6.0,2.0,2.0
201801136367,0.1832673560168239,4.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2,1.0,1.0,1.0,1.0,3.0,2.0
201801136872,0.7057964862857369,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,,,,3.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,2,2.0,2.0,1.0,6.0,2.0,2.0
201801137033,0.108450358069718,4.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,2,2.0,1.0,1.0,2.0,2.0,2.0
201801137484,0.907773023560224,3.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1,1.0,1.0,1.0,1.0,2.0,1.0
201801137504,0.8725678133325824,3.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1,2.0,1.0,1.0,6.0,3.0,2.0
201801137981,2.171593520194489,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2,1.0,1.0,1.0,1.0,2.0,2.0
201801138169,0.4976877935398495,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,2,2.0,2.0,1.0,6.0,2.0,2.0
201801138520,0.4743375460237817,4.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2,1.0,1.0,1.0,1.0,1.0,2.0
201801139015,0.4820673661382332,4.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,6.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,2,1.0,2.0,5.0,2.0,1.0,2.0
201801139200,2.034028053883618,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1,2.0,1.0,1.0,1.0,2.0,2.0
201801139337,0.4282632713328955,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2,1.0,2.0,1.0,6.0,1.0,2.0
201801139621,0.3534672038199648,4.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2,1.0,1.0,1.0,1.0,2.0,2.0
201801139651,0.6611469991150708,3.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,1,1.0,1.0,5.0,6.0,2.0,1.0
201801139666,0.4398404904113002,4.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,1,1.0,1.0,1.0,1.0,3.0,2.0
201801140044,0.1832673560168239,4.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,2,1.0,1.0,1.0,1.0,3.0,2.0
201801140198,1.4863362170297751,3.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1,2.0,1.0,1.0,2.0,3.0,4.0
201801140203,0.3518942910296457,4.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2,1.0,1.0,1.0,6.0,3.0,2.0
201801140953,3.772811687309237,4.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1,2.0,2.0,1.0,1.0,2.0,2.0
201801141010,0.1784927890953432,4.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2,2.0,1.0,1.0,1.0,2.0,2.0
201801141152,0.9308048373992056,4.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2,2.0,2.0,1.0,1.0,1.0,2.0
201801142154,1.580011031000894,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,1,2.0,2.0,1.0,1.0,2.0,4.0
201801142224,0.6008177023499206,4.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2,1.0,2.0,1.0,6.0,2.0,4.0
