QKEY,INTERVIEW_START_W137,INTERVIEW_END_W137,DEVICE_TYPE_W137,LANG_W137,XSAMPLE_W137,XMARITAL_W137,XKIDS1_W137,XKIDS2_W137,XEVERMAR_W137,SCHLMOD_W137,LIVINGPAR2_W137,PARENTNUM_W137,PARENT_GEND_1_W137,PARENT_GEND_2_W137,PARENT_GEND_3_W137,PARENT_GEND_4_W137,PARENT_GEND_5_W137,PARENT_GEND_6_W137,PARENT_GEND_7_W137,PARENT_GEND_8_W137,PARENT_GEND_9_W137,PARENT_CONTACT_1_W137,PARENT_CONTACT_2_W137,PARENT_CONTACT_3_W137,PARENT_CONTACT_4_W137,PARENT_CONTACT_5_W137,PARENT_CONTACT_6_W137,PARENT_CONTACT_7_W137,PARENT_CONTACT_8_W137,PARENT_CONTACT_9_W137,DOV_PARENT_SELECT_W137,DOV_PARENT_GENDER_W137,CPREPARE_W137,CADVICE_a_W137,CADVICE_b_W137,CADVICE_c_W137,CADVICE_d_W137,CADVICE_e_W137,CADVICE_f_W137,CADVICE_g_W137,CADVICE_h_W137,CDISAGREE_a_W137,CDISAGREE_b_W137,CDISAGREE_c_W137,CDISAGREE_d_W137,CDISAGREE_e_W137,CDISAGREE_f_W137,CDISAGREE_g_W137,CDISAGREE_h_W137,CEMOTIONAL1_W137,CLIVEPAR1_W137,CCOMMPAR1_a_W137,CCOMMPAR1_b_W137,CCOMMPAR1_c_W137,EMPLSIT_W137,MARRYPREF1_W137,CMARRY2_W137,CHILDPREF_W137,CCHILD_W137,CFINANCES1_W137,CFINANCES2_W137,CFINANCES3_W137,CFINANCES4_a_W137,CFINANCES4_b_W137,CFINANCES4_c_W137,CFINANCES4_d_W137,CFINANCES4_e_W137,CFINANCES5_W137,CRATEREL_W137,CTRUSELF_W137,CEMOTIONAL2_W137,CPARKNOW_W137,CINVOLV_W137,CCOMMPAR2_W137,CLIVEPAR2_W137,CLIVEPAR3_a_W137,CLIVEPAR3_b_W137,CLIVEPAR3_c_W137,CLIVEPAR3_d_W137,CLIVEPAR3_e_W137,CLIVEPAR5_a_W137,CLIVEPAR5_b_W137,CHILDGRP_1_W137,CHILDGRP_1_REFUSED_W137,CHILDGRP_2_W137,CHILDGRP_2_REFUSED_W137,CHILDGRP_3_W137,CHILDGRP_3_REFUSED_W137,CHILD_AGE_1_RECODE_W137,CHILD_AGE_2_RECODE_W137,CHILD_AGE_3_RECODE_W137,CHILD_AGE_4_RECODE_W137,CHILD_AGE_5_RECODE_W137,CHILD_AGE_6_RECODE_W137,CHILD_AGE_7_RECODE_W137,CHILD_AGE_8_RECODE_W137,CHILD_AGE_9_RECODE_W137,CHILDTOTAL_W137,CHILD_GEND_1_W137,CHILD_GEND_2_W137,CHILD_GEND_3_W137,CHILD_GEND_4_W137,CHILD_GEND_5_W137,CHILD_GEND_6_W137,CHILD_GEND_7_W137,CHILD_GEND_8_W137,CHILD_GEND_9_W137,CHILD_CONTACT_1_W137,CHILD_CONTACT_2_W137,CHILD_CONTACT_3_W137,CHILD_CONTACT_4_W137,CHILD_CONTACT_5_W137,CHILD_CONTACT_6_W137,CHILD_CONTACT_7_W137,CHILD_CONTACT_8_W137,CHILD_CONTACT_9_W137,DOV_CHILD_SELECT_W137,DOV_CHILD_GENDER_W137,PSUCCESS_W137,PPREPARE_W137,PADVICE_a_W137,PADVICE_b_W137,PADVICE_c_W137,PADVICE_d_W137,PADVICE_e_W137,PADVICE_f_W137,PADVICE_g_W137,PDISAGREE_a_W137,PDISAGREE_b_W137,PDISAGREE_c_W137,PDISAGREE_d_W137,PDISAGREE_e_W137,PDISAGREE_f_W137,PDISAGREE_g_W137,PPASTADV_W137,PEMOTIONAL1_W137,PLIVECHILD1_W137,PCOMMCHILD1_a_W137,PCOMMCHILD1_b_W137,PCOMMCHILD1_c_W137,PFINANCES1_W137,PFINANCES2_W137,PFINANCES3_W137,PFINANCES4_W137,PRATEREL_W137,PTRUKNOW_W137,PEMOTIONAL2_W137,PFEEL_a_W137,PFEEL_b_W137,PFEEL_c_W137,PFEEL_d_W137,PCINVOLV_W137,PCOMMCHILD2_W137,PMONITOR_W137,PLIVECHILD2_W137,PLIVECHILD3_a_W137,PLIVECHILD3_b_W137,CDISABIL_W137,PMILESTONE1_a_W137,PMILESTONE1_b_W137,PMILESTONE1_c_W137,PMILESTONE1_d_W137,PMILESTONE2_W137,PMILESTONE3_W137,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W137_CHILD,WEIGHT_W137_PARENT
201801106300,2023-10-29T02:27:38Z,2023-10-29T02:32:11Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,4.0,4.0,5.0,2.0,6.0,,,5.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,2.0,5.0,1.0,,2.0,,,,,,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,1,2,1,5,2,,1,2,2,1,6,10,,3,6,3,2.0,2,3,1,7,3,1.0,2,3,1.4209653203637336,
201801107243,2023-10-27T18:46:09Z,2023-10-27T18:50:13Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,,,5.0,5.0,4.0,5.0,5.0,5.0,,,2.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,,2.0,,,,,,1.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,1,2,1,1,6,2,,1,1,1,1,6,9,,3,6,4,2.0,2,4,1,9,5,1.0,2,3,0.2319832354833037,
201801107256,2023-10-29T11:09:45Z,2023-10-29T11:13:26Z,2,1,1,6,2,2,2,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,,,4.0,5.0,5.0,4.0,5.0,3.0,,,1.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,1.0,4.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,2,1,1,6,1,8.0,2,1,3,4,6,2,2.0,2,2,3,2.0,2,3,3,1,3,1.0,2,1,1.908459662104164,
201801108131,2023-10-27T20:15:59Z,2023-10-27T20:21:36Z,2,1,1,6,2,2,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,,,5.0,5.0,4.0,4.0,5.0,6.0,,,5.0,2.0,6.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,4.0,1.0,2.0,,,,,,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,1.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,5.0,2,1,2,3,2,2,,1,1,1,1,6,1,2.0,1,6,3,1.0,1,2,3,2,3,2.0,2,2,6.214944767035908,
201801108425,2023-11-01T14:05:23Z,2023-11-01T14:08:55Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,,5.0,4.0,3.0,4.0,4.0,5.0,4.0,,5.0,4.0,4.0,3.0,5.0,3.0,5.0,1.0,,,,,1.0,,2.0,,,,,,2.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,1,1,5,2,,1,1,1,1,1,12,,3,6,4,2.0,2,3,1,9,3,1.0,1,2,0.285831830056606,
201801108547,2023-10-28T13:04:13Z,2023-10-28T13:08:48Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,4.0,1.0,5.0,2.0,5.0,,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,,,,,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,2,1,5,2,,3,2,2,4,1,12,,3,6,3,2.0,2,4,3,1,4,2.0,2,1,1.33195270822373,
201801108660,2023-10-26T20:07:09Z,2023-10-26T20:10:50Z,2,1,1,1,1,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,3.0,5.0,3.0,3.0,2.0,5.0,1.0,,,,,1.0,,2.0,,,,,,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,3,2,1,1,5,2,,1,1,1,1,1,1,2.0,1,5,1,,1,1,1,9,2,2.0,2,2,0.9163671472156416,
201801109377,2023-10-29T21:40:02Z,2023-10-29T21:43:24Z,2,1,1,6,2,2,2,3.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,,,4.0,4.0,3.0,3.0,4.0,5.0,,,2.0,3.0,3.0,2.0,5.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,,,,,,2.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,1,1,1,1,6,2,,1,1,1,1,6,12,,3,5,2,,2,4,1,2,5,1.0,1,2,0.6485256481177848,
201801109386,2023-10-29T11:14:26Z,2023-10-29T11:44:35Z,1,1,1,6,2,2,2,3.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,1.0,2.0,5.0,5.0,6.0,,,5.0,3.0,6.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,1.0,,2.0,,,,,,2.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2,1,1,1,5,1,7.0,2,4,3,4,6,10,,3,6,2,,2,3,1,3,3,1.0,2,2,0.5655574282493357,
201801109983,2023-10-27T20:42:37Z,2023-10-27T20:49:35Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,3.0,3.0,5.0,3.0,4.0,5.0,,,4.0,4.0,3.0,5.0,4.0,6.0,,,3.0,3.0,2.0,3.0,5.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2,2,2,1,6,2,,1,2,2,1,6,1,2.0,1,3,2,,2,4,1,9,4,1.0,1,3,0.1357821087745247,
201801110439,2023-10-28T11:07:51Z,2023-10-28T11:16:48Z,2,1,1,1,2,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,,4.0,5.0,5.0,6.0,5.0,,4.0,,4.0,3.0,3.0,2.0,3.0,3.0,,,2.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,1,1,2,3,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,1,5,1.0,2,1,2.3760025963409896,
201801113717,2023-10-26T19:51:30Z,2023-10-26T19:55:47Z,2,1,1,1,2,2,1,4.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,99.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,,4.0,,3.0,99.0,5.0,4.0,5.0,,5.0,,3.0,3.0,2.0,1.0,2.0,1.0,,,3.0,5.0,1.0,,2.0,,,,,,2.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,1,3,2,2,,1,1,1,1,1,1,2.0,1,6,1,,1,1,3,7,1,1.0,2,2,4.553742726165746,
201801114898,2023-10-29T23:54:37Z,2023-10-30T00:01:24Z,2,1,1,6,2,2,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,99.0,2.0,5.0,3.0,2.0,5.0,,,3.0,4.0,4.0,5.0,3.0,6.0,,,4.0,1.0,,,,3.0,1.0,2.0,1.0,4.0,5.0,3.0,1.0,99.0,99.0,99.0,99.0,99.0,1.0,4.0,3.0,4.0,99.0,2.0,2.0,1.0,99.0,99.0,99.0,99.0,,99.0,99.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,1,2,2,4,1,1.0,1,5,3,1,6,12,,3,6,1,,1,1,1,3,2,1.0,1,1,0.9163124343451352,
201801115315,2023-10-28T11:44:29Z,2023-10-28T11:51:19Z,1,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,4.0,,,5.0,4.0,4.0,5.0,5.0,6.0,,,1.0,3.0,1.0,2.0,5.0,1.0,1.0,5.0,3.0,5.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,2,2,1,1,6,1,1.0,1,1,3,1,6,9,,3,6,2,,2,4,1,9,4,1.0,2,3,0.4134953421313865,
201801116103,2023-10-27T17:05:29Z,2023-10-27T17:09:52Z,2,1,1,3,2,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,,,4.0,4.0,2.0,3.0,3.0,3.0,,,3.0,3.0,2.0,2.0,4.0,1.0,,,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,2,2,2,1,5,2,,1,1,1,1,3,10,,3,5,2,,2,4,1,4,5,1.0,1,2,0.1416199491366344,
201801116515,2023-11-04T21:08:37Z,2023-11-04T21:11:40Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,3.0,1.0,5.0,1.0,1.0,3.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,3,1,2,2,4,2,,1,2,2,1,6,12,,3,4,2,,2,4,1,1,4,1.0,2,1,2.5791136054031454,
201801116774,2023-11-04T11:08:16Z,2023-11-04T11:10:56Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,3.0,2.0,3.0,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,,,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,6.0,3,1,2,1,6,2,,1,1,1,1,1,1,1.0,1,2,1,,1,1,1,7,2,1.0,1,2,0.5158577844345609,
201801118346,2023-11-01T11:09:32Z,2023-11-01T11:36:55Z,1,1,1,1,2,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,,3.0,,3.0,5.0,3.0,5.0,3.0,,4.0,,2.0,3.0,1.0,1.0,4.0,1.0,,,1.0,3.0,1.0,,2.0,,,,,,2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,1,2,1,1,6,2,,1,1,1,1,1,1,1.0,1,3,3,1.0,1,2,1,9,3,2.0,2,3,0.7968801112836262,
201801118718,2023-10-31T07:42:41Z,2023-10-31T07:47:46Z,2,1,1,6,2,2,2,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,,,4.0,5.0,2.0,4.0,3.0,2.0,,,4.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,2,1,2,1,5,2,,1,1,1,1,6,1,2.0,1,6,2,,2,4,2,3,4,1.0,2,2,2.3896336047300166,
201801119499,2023-10-27T17:12:53Z,2023-10-27T17:15:57Z,2,1,1,1,1,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,,4.0,3.0,5.0,3.0,5.0,4.0,3.0,,5.0,5.0,4.0,3.0,2.0,3.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,2,1,1,1,5,2,,1,1,1,1,1,1,1.0,1,2,1,,1,1,1,9,2,1.0,2,3,0.6615241422315135,
201801120040,2023-10-27T21:31:22Z,2023-10-27T21:34:43Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,,3.0,3.0,4.0,5.0,5.0,6.0,5.0,,5.0,5.0,2.0,3.0,2.0,1.0,5.0,3.0,,,,,1.0,,2.0,,,,,,2.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,2,2,2,1,5,2,,1,1,1,1,1,1,1.0,1,2,1,,1,1,2,7,1,1.0,1,2,0.3976516369546002,
201801120249,2023-10-28T08:06:41Z,2023-10-28T08:10:10Z,2,1,1,1,2,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,,5.0,,5.0,4.0,2.0,5.0,3.0,,4.0,,3.0,3.0,5.0,1.0,3.0,1.0,,,3.0,3.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,6.0,2,2,2,1,6,2,,1,1,1,1,1,10,,3,5,4,2.0,2,3,1,9,3,1.0,2,3,0.3093179638085286,
201801120820,2023-10-30T22:01:13Z,2023-10-30T22:04:21Z,2,1,1,99,1,2,99,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,4.0,4.0,4.0,3.0,5.0,,,3.0,3.0,2.0,3.0,4.0,2.0,,,3.0,4.0,3.0,5.0,3.0,5.0,1.0,,,,,2.0,2.0,2.0,,,,,,2.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,2,2,1,99,99,2,,1,1,1,1,99,7,,4,5,3,1.0,1,2,2,7,3,1.0,2,99,2.145791867686248,
201801121079,2023-11-01T11:50:39Z,2023-11-01T11:54:10Z,2,1,1,1,1,2,1,3.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,,2.0,4.0,4.0,4.0,1.0,2.0,4.0,,4.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,,,,,1.0,,2.0,,,,,,1.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,5,2,,1,1,1,1,1,12,,3,4,3,1.0,1,2,3,4,3,2.0,2,99,2.034028053883618,
201801121454,2023-11-04T11:07:00Z,2023-11-04T11:11:12Z,2,1,1,1,2,2,1,4.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,3.0,5.0,5.0,5.0,5.0,,5.0,,2.0,3.0,1.0,1.0,1.0,1.0,,,2.0,3.0,1.0,,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,2,2,2,1,5,2,,1,1,1,1,1,12,,3,5,2,,2,4,1,9,4,1.0,2,3,0.1458108395250955,
201801122147,2023-10-29T01:13:38Z,2023-10-29T01:18:09Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,,2.0,3.0,2.0,5.0,3.0,5.0,4.0,,4.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,6.0,3,1,2,1,5,2,,1,4,4,1,1,9,,3,6,2,,2,4,1,2,4,1.0,2,1,0.8856267815911079,
201801123002,2023-10-30T10:10:33Z,2023-10-30T10:14:09Z,1,1,1,1,2,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,5.0,4.0,3.0,5.0,5.0,,5.0,,1.0,3.0,1.0,1.0,3.0,1.0,,,1.0,4.0,1.0,,2.0,,,,,,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,6.0,3,2,2,1,6,2,,1,1,1,1,1,1,99.0,1,2,4,1.0,1,2,1,4,3,1.0,2,2,0.2186084272093777,
